id,title,reviews,goodness_enc
60308,Moneyball,"['A movie done to the size and skills of Brad Pitt. The story is interesting enough and is well driven and directed. Hill does a good job, mostly because nobody had seen him doing a serious role before.', ""Sporting Economics\r\n\r\nI have no affinity to Baseball as a sport, I'm British you see. I tried to get in to it when British cable networks began showing it, but it never grabbed me. My only contribution to any conversation about the sport is that I support The Cleveland Indians because of the film Major League, a film that continues to make me laugh to this day.\r\n\r\nI was intrigued by Moneyball, synopsis tantalisingly offering up a sports success story based on an improbable blend of maths (something I hate with a passion), guile and perceived misfits as a team. Sure enough, after viewing Moneyball it has landed joyously onto a personal favourites list.\r\n\r\nUnsurprisingly, when digging into the actual facts of the Oakland Athletics 2002 season at the core of the story, I found truths stretched, some character portrayals toyed with, and omissions to round out a better story. But crucially, the key element here is the moulding of a team for what in Baseball parlance is financial peanuts. This makes their 20 game wining run as being an outstanding achievement.\r\n\r\nThe mathematical aspects of the story are easily explained via the interactions of General Manager Billy Beane (Brad Pitt) and his economics right hand man Peter Brand (Jonah Hill). Baseball operations behind the scenes are given fascinating clarity via the tremendous screenplay (Steven Zaillian and Aaron Sorkin). And ultimately the blend of on field action, family relationships and team assembling flows beautifully as one.\r\n\r\nIn turn punch the air brilliant with heart tugging worth, and brainy into the bargain, Moneyball most certainly a film non Baseball fans can watch and maybe love for bringing something new to the sports movie table. 9/10""]",1
60309,The Conspirator,[],0
60400,The Blue Bird,[],0
60420,Like Crazy,[],0
60421,Circumstance,[],0
60422,Another Happy Day,[],0
60463,Sunday School Musical,[],0
60599,Arbitrage,['The problems of a rich man to keep his position with his affairs and frauds.\r\n\r\nNothing really special'],0
61012,Silent Hill: Revelation 3D,"['Dull, cheap and incoherent.']",0
61038,Go for It!,[],0
61337,Critical Care,[],0
61752,Girl 6,[],0
61791,Rise of the Planet of the Apes,[],1
61891,Anonymous,"[""Good entertaining fictional historic movie. Just don't try to chew on whether the history is true or not but enjoy the plot.""]",0
61984,Space Battleship Yamato,[],0
62008,Good Deeds,[],0
62116,Mozart's Sister,[],0
62177,Brave,"['I enjoyed Brave but it wasn\'t without a few flaws.\r\n\r\nFirst of all, I never felt like there was much meat to the story. It was enjoyable sure, and had some good morals and family values but I never felt like I was invested in the main characters. Stuff just seemed to happen.\r\n\r\nSecondly, and this isn\'t as much the movies fault as perhaps the marketing that surrounded it, but it was actually a very different movie than I thought it was going to be. I discovered that it\'s hard to break those pre-conceptions as I kept thinking the story was going somewhere else than it did.\r\n\r\nBrave was at its best when it made me laugh which  unfortunately, was just too seldom. For example, the entire scene where the 3 clans try to fight for Mérida\'s hand was way too short!\r\n\r\nThe voice cast was very good though. Kelly Macdonald in particular, was perfect as Mérida.\r\n\r\nAll in all, Brave was good but not great. It just seems to lack the ""magic"" I expect from Pixar. Not their worst outing but close to it.', 'The following is a long-form review that I originally wrote in 2012.\r\n\r\nThe film in all was a relatively decent venture. Perhaps Pixar\'s well deserved success is its pitfall here. Though highly enjoyable, Brave was simply not up to the standard brought forth by the likes of the Toy Story trilogy, Up or Monsters Inc. ?This movie falls more into the category of ""Entertaining, acceptable, cute"" instead of the higher echelons some of the studio\'s past work has earned it.\r\n\r\nBrave attempts to take the ""Disney Princess"" line away from its predecessors in which princesses are only good for getting themselves into trouble so that men can rescue them (ie. Snow White, Belle, etc.) or in the case of the Little Mermaid in which she is willing to almost literally walk on broken glass for a man simply because he\'s pretty. And for this, we thank Brave. All that said and done however, there was one rather unfortunate side-effect of all this. I at first simply felt it was my warped interpretation, but every person whom I\'ve spoken to drew the same conclusion, so perhaps not... Now, I\'m sure it wasn\'t intentional, but, I must say, the main character Merida... Seemed to... Have a thing for her mum. Just saying, honestly, that\'s how the piece feels as it plays out.\r\n\r\nOn a less incestuous note though, stand up comic/actor Billy Connolly as Meridia\'s father King Fergus is simply brilliant, and probably the highest point of the whole film. Though the animation didn\'t exactly make leaps and bounds forward in comparison to anything else that\'s come out in the past couple of years, it was still most certainly impressive.\r\n\r\nMaybe if I had been part of Brave\'s target audience I could have appreciated the movie more. It was most certainly good, but I wasn\'t really ?blown away? by any aspect of the film whatsoever. It managed to scrape a slight ""above average"" but I really would have liked something more than I got, especially seeing as movies on the big screen tend to impress me more readily.\r\nBrave\'s biggest problem is that it is, in essence, forgettable. Though an entertaining 93 minutes to be sure, I can\'t imagine myself hankering for a re-watch any time soon.\r\n\r\n62%\r\n\r\n-Gimly']",1
